FILEID	ENTITYID	START	END	MENTION	SYSTEM	GOLD	VERDICT
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=3610,3618	3610	3618	Wal-Mart	http://dbpedia.org/resource/WAL-MART	http://dbpedia.org/resource/WAL-MART	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=3684,3700	3684	3700	Cytokinetics Inc	EMERGING ENTITY	EMERGING ENTITY	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=3767,3776	3767	3776	Amgen Inc	 http://wikidata.dbpedia.org/resource/Q470517	 http://wikidata.dbpedia.org/resource/Q470517	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=3820,3825	3820	3825	Amgen	 http://wikidata.dbpedia.org/resource/Q470517	 http://wikidata.dbpedia.org/resource/Q470517	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=3854,3880	3854	3880	Sirius Satellite Radio Inc	http://pt.wikipedia.org/wiki/Sirius_XM_Holdings	http://pt.wikipedia.org/wiki/Sirius_XM_Holdings	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4026,4051	4026	4051	Goodyear Tire & Rubber Co	http://dbpedia.org/resource/Vector_ten	http://dbpedia.org/resource/Vector_ten	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4253,4265	4253	4265	Lennar Corp.	http://dbpedia.org/resource/Lennar_Corporation	http://dbpedia.org/resource/Lennar_Corporation	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4279,4283	4279	4283	U.S.	EMERGING ENTITY	http://en.wikipedia.org/wiki/O'Hare_Modernization_Program	false
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4435,4441	4435	4441	Lennar	http://dbpedia.org/resource/Lennar_Corporation	http://dbpedia.org/resource/Lennar_Corporation	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4546,4569	4546	4569	New York Stock Exchange	http://en.wikipedia.org/wiki/New_York_Sack_Exchange	http://ja.dbpedia.org/resource/%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%A8%E3%83%BC%E3%82%AF%E8%A8%BC%E5%88%B8%E5%8F%96%E5%BC%95%E6%89%80	false
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4710,4718	4710	4718	New Year	http://es.wikipedia.org/wiki/Año_Nuevo	http://es.wikipedia.org/wiki/Año_Nuevo	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4737,4755	4737	4755	Russell 2000 index	http://en.wikipedia.org/wiki/Russel_2000	http://en.wikipedia.org/wiki/Russel_2000	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4831,4836	4831	4836	Japan	http://cs.dbpedia.org/resource/Japonsko	http://cs.dbpedia.org/resource/Japonsko	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4839,4859	4839	4859	Nikkei stock average	http://ja.wikipedia.org/wiki/%E6%97%A5%E7%B5%8C%E5%B9%B3%E5%9D%87%E6%A0%AA%E4%BE%A1	http://ja.wikipedia.org/wiki/%E6%97%A5%E7%B5%8C%E5%B9%B3%E5%9D%87%E6%A0%AA%E4%BE%A1	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4879,4886	4879	4886	Britain	http://dbpedia.org/resource/The_Kingdom_of_Great_Britain	 http://dbpedia.org/resource/Great-Britain	false
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4889,4897	4889	4897	FTSE 100	http://ja.dbpedia.org/resource/FTSE100種総合株価指数	http://ja.dbpedia.org/resource/FTSE100種総合株価指数	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4922,4929	4922	4929	Germany	http://ko.wikipedia.org/wiki/독일	http://ko.wikipedia.org/wiki/독일	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4932,4935	4932	4935	DAX	http://www.wikidata.org/entity/Q155718	http://www.wikidata.org/entity/Q155718	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4967,4973	4967	4973	France	http://fr.dbpedia.org/resource/France_2	 http://es.dbpedia.org/resource/Francia	false
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4976,4982	4976	4982	CAC-40	http://ja.wikipedia.org/wiki/CAC_40	http://ja.wikipedia.org/wiki/CAC_40	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=20,31	20	31	Mars rovers	http://id.dbpedia.org/resource/Wahana_penjelajah_Mars	http://id.dbpedia.org/resource/Wahana_penjelajah_Mars	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=112,123	112	123	LOS ANGELES	EMERGING ENTITY	EMERGING ENTITY	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=135,146	135	146	Mars rovers	http://id.dbpedia.org/resource/Wahana_penjelajah_Mars	http://id.dbpedia.org/resource/Wahana_penjelajah_Mars	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=420,430	420	430	Red Planet	http://wikidata.dbpedia.org/resource/Q1223617	http://ko.wikipedia.org/wiki/%ED%99%94%EC%84%B1	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=507,518	507	518	John Callas	 http://de.dbpedia.org/resource/Jon_Callas	EMERGING ENTITY	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=557,582	557	582	Jet Propulsion Laboratory	http://dbpedia.org/resource/NASA_JPL	http://dbpedia.org/resource/NASA_JPL	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=588,592	588	592	NASA	http://it.dbpedia.org/resource/NASA	http://it.dbpedia.org/resource/NASA	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=715,720	715	720	Earth	 http://wikidata.dbpedia.org/resource/Q5327045	http://el.dbpedia.org/resource/Δυτικό_ημισφαίριο	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1143,1148	1143	1148	Earth	 http://wikidata.dbpedia.org/resource/Q5327045	http://el.dbpedia.org/resource/Δυτικό_ημισφαίριο	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1293,1297	1293	1297	Mars	http://id.dbpedia.org/resource/Wahana_penjelajah_Mars	http://ko.wikipedia.org/wiki/%ED%99%94%EC%84%B1	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1311,1317	1311	1317	Spirit	http://dbpedia.org/resource/Spiritual_Fauna	http://en.wikipedia.org/wiki/Mars_Exploration_Rover_–_A	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1322,1333	1322	1333	Opportunity	http://pt.dbpedia.org/resource/Opportunity_NYC	http://fr.dbpedia.org/resource/Opportunity	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1533,1539	1533	1539	Callas	 http://de.dbpedia.org/resource/Jon_Callas	EMERGING ENTITY	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1616,1622	1616	1622	Spirit	http://dbpedia.org/resource/Spiritual_Fauna	http://en.wikipedia.org/wiki/Mars_Exploration_Rover_–_A	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1660,1671	1660	1671	Opportunity	http://pt.dbpedia.org/resource/Opportunity_NYC	http://fr.dbpedia.org/resource/Opportunity	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=2040,2044	2040	2044	Mars	http://id.dbpedia.org/resource/Wahana_penjelajah_Mars	http://ko.wikipedia.org/wiki/%ED%99%94%EC%84%B1	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=2046,2052	2046	2052	Spirit	http://dbpedia.org/resource/Spiritual_Fauna	http://en.wikipedia.org/wiki/Mars_Exploration_Rover_–_A	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=2125,2136	2125	2136	Opportunity	http://pt.dbpedia.org/resource/Opportunity_NYC	http://fr.dbpedia.org/resource/Opportunity	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=0,10	0	10	Home Depot	EMERGING ENTITY	http://it.wikipedia.org/wiki/Home_Depot	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=15,23	15	23	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=107,114	107	114	ATLANTA	EMERGING ENTITY	http://ko.dbpedia.org/resource/애틀랜타	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=117,129	117	129	Bob Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=193,212	193	212	The Home Depot Inc.	http://it.wikipedia.org/wiki/Home_Depot	http://it.wikipedia.org/wiki/Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=374,382	374	382	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=583,603	583	603	General Electric Co.	http://pt.dbpedia.org/resource/General_Electric	http://pt.dbpedia.org/resource/General_Electric	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=611,619	611	619	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=652,662	652	662	Home Depot	EMERGING ENTITY	http://it.wikipedia.org/wiki/Home_Depot	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=668,676	668	676	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=699,710	699	710	Frank Blake	http://en.wikipedia.org/wiki/Frank_Blake	http://en.wikipedia.org/wiki/Frank_Blake	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=791,801	791	801	Home Depot	EMERGING ENTITY	http://it.wikipedia.org/wiki/Home_Depot	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=812,825	812	825	Jerry Shields	http://wikidata.dbpedia.org/resource/Q7169889	EMERGING ENTITY	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=927,932	927	932	Blake	http://en.wikipedia.org/wiki/Frank_Blake	http://en.wikipedia.org/wiki/Frank_Blake	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=979,987	979	987	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1065,1075	1065	1075	Home Depot	EMERGING ENTITY	http://it.wikipedia.org/wiki/Home_Depot	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1150,1158	1150	1158	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1173,1181	1173	1181	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1230,1250	1230	1250	The Associated Press	http://dbpedia.org/resource/Assocation_Press	http://dbpedia.org/resource/Assocation_Press	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1372,1380	1372	1380	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1507,1517	1507	1517	Home Depot	EMERGING ENTITY	http://it.wikipedia.org/wiki/Home_Depot	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1519,1527	1519	1527	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1622,1630	1622	1630	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1663,1677	1663	1677	The Home Depot	http://it.wikipedia.org/wiki/Home_Depot	http://it.wikipedia.org/wiki/Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1736,1744	1736	1744	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1799,1806	1799	1806	Atlanta	http://ko.dbpedia.org/resource/애틀랜타	http://ko.dbpedia.org/resource/애틀랜타	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1850,1853	1850	1853	Bob	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1883,1897	1883	1897	The Home Depot	http://it.wikipedia.org/wiki/Home_Depot	http://it.wikipedia.org/wiki/Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1929,1932	1929	1932	Bob	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2237,2247	2237	2247	Home Depot	EMERGING ENTITY	http://it.wikipedia.org/wiki/Home_Depot	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2280,2288	2280	2288	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2365,2379	2365	2379	President Bush	http://wikidata.dbpedia.org/resource/Q43038	http://dbpedia.org/resource/Bush_%2841%29	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2423,2433	2423	2433	Home Depot	EMERGING ENTITY	http://it.wikipedia.org/wiki/Home_Depot	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2509,2519	2509	2519	Home Depot	EMERGING ENTITY	http://it.wikipedia.org/wiki/Home_Depot	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2763,2768	2763	2768	Blake	http://en.wikipedia.org/wiki/Frank_Blake	http://en.wikipedia.org/wiki/Frank_Blake	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2814,2824	2814	2824	Home Depot	EMERGING ENTITY	http://it.wikipedia.org/wiki/Home_Depot	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2874,2884	2874	2884	James Senn	EMERGING ENTITY	EMERGING ENTITY	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2898,2914	2898	2914	Robinson College	http://it.dbpedia.org/resource/Robinson_College	http://wikidata.dbpedia.org/resource/Q6106443	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2917,2954	2917	2954	Center for Global Business Leadership	EMERGING ENTITY	EMERGING ENTITY	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2958,2982	2958	2982	Georgia State University	http://fr.dbpedia.org/resource/Universit%C3%A9_d%27%C3%89tat_de_G%C3%A9orgie	http://fr.dbpedia.org/resource/Universit%C3%A9_d%27%C3%89tat_de_G%C3%A9orgie	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3072,3075	3072	3075	Bob	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3143,3153	3143	3153	Home Depot	EMERGING ENTITY	http://it.wikipedia.org/wiki/Home_Depot	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3180,3190	3180	3190	Carol Tome	 http://www.wikidata.org/entity/Q5044670	EMERGING ENTITY	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3225,3237	3225	3237	Joe DeAngelo	EMERGING ENTITY	EMERGING ENTITY	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3272,3289	3272	3289	Home Depot Supply	EMERGING ENTITY	EMERGING ENTITY	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3466,3474	3466	3474	DeAngelo	EMERGING ENTITY	EMERGING ENTITY	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3550,3558	3550	3558	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3563,3573	3563	3573	Home Depot	EMERGING ENTITY	http://it.wikipedia.org/wiki/Home_Depot	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3780,3788	3780	3788	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=4682,4690	4682	4690	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=4829,4839	4829	4839	Home Depot	EMERGING ENTITY	http://it.wikipedia.org/wiki/Home_Depot	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=4857,4865	4857	4865	Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	 http://de.wikipedia.org/wiki/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=5017,5034	5017	5034	John L. Clendenin	http://wikidata.dbpedia.org/resource/Q6226335	http://wikidata.dbpedia.org/resource/Q6226335	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=5036,5055	5036	5055	Claudio X. Gonzales	EMERGING ENTITY	EMERGING ENTITY	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=5060,5080	5060	5080	Milledge A. Hart III	EMERGING ENTITY	EMERGING ENTITY	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=5208,5218	5208	5218	Home Depot	EMERGING ENTITY	http://it.wikipedia.org/wiki/Home_Depot	false
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=0,15	0	15	Barbara Walters	http://nl.dbpedia.org/resource/Barbara_Walters	http://nl.dbpedia.org/resource/Barbara_Walters	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=26,41	26	41	Rosie O’Donnell	http://ja.dbpedia.org/resource/%E3%83%AD%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%BB%E3%82%AA%E3%83%89%E3%83%8D%E3%83%AB	http://ja.dbpedia.org/resource/%E3%83%AD%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%BB%E3%82%AA%E3%83%89%E3%83%8D%E3%83%AB	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=62,67	62	67	Trump	http://dbpedia.org/resource/Donald_John_Trump	http://dbpedia.org/resource/Donald_John_Trump	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=116,124	116	124	NEW YORK	http://es.wikipedia.org/wiki/Nueva_York_%28estado%29	 http://dbpedia.org/resource/New_York_City	false
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=127,142	127	142	Barbara Walters	http://nl.dbpedia.org/resource/Barbara_Walters	http://nl.dbpedia.org/resource/Barbara_Walters	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=189,204	189	204	Rosie O’Donnell	http://ja.dbpedia.org/resource/%E3%83%AD%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%BB%E3%82%AA%E3%83%89%E3%83%8D%E3%83%AB	http://ja.dbpedia.org/resource/%E3%83%AD%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%BB%E3%82%AA%E3%83%89%E3%83%8D%E3%83%AB	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=240,252	240	252	Donald Trump	http://dbpedia.org/resource/Donald_John_Trump	http://dbpedia.org/resource/Donald_John_Trump	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=257,264	257	264	Walters	http://nl.dbpedia.org/resource/Barbara_Walters	http://nl.dbpedia.org/resource/Barbara_Walters	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=277,280	277	280	ABC	http://dbpedia.org/resource/TV5_Network_%28company%29	http://pt.dbpedia.org/resource/ABC	false
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=284,292	284	292	The View	http://en.wikipedia.org/wiki/Pete_Reilly	http://en.wikipedia.org/wiki/The_View_%28Television%29	false
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=355,360	355	360	Trump	http://dbpedia.org/resource/Donald_John_Trump	http://dbpedia.org/resource/Donald_John_Trump	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=377,386	377	386	O’Donnell	http://ja.dbpedia.org/resource/%E3%83%AD%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%BB%E3%82%AA%E3%83%89%E3%83%8D%E3%83%AB	http://ja.dbpedia.org/resource/%E3%83%AD%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%BB%E3%82%AA%E3%83%89%E3%83%8D%E3%83%AB	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=547,554	547	554	Walters	http://nl.dbpedia.org/resource/Barbara_Walters	http://nl.dbpedia.org/resource/Barbara_Walters	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=563,572	563	572	O’Donnell	http://ja.dbpedia.org/resource/%E3%83%AD%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%BB%E3%82%AA%E3%83%89%E3%83%8D%E3%83%AB	http://ja.dbpedia.org/resource/%E3%83%AD%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%BB%E3%82%AA%E3%83%89%E3%83%8D%E3%83%AB	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=622,629	622	629	Walters	http://nl.dbpedia.org/resource/Barbara_Walters	http://nl.dbpedia.org/resource/Barbara_Walters	true
