FILEID	ENTITYID	START	END	MENTION	SYSTEM	GOLD	VERDICT
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4253,4265	4253	4265	Lennar Corp.	http://dbpedia.org/resource/Lennar_Corporation	http://dbpedia.org/resource/Lennar_Corporation	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4279,4283	4279	4283	U.S.	http://dbpedia.org/resource/United_States	http://dbpedia.org/resource/United_States	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4435,4441	4435	4441	Lennar	http://dbpedia.org/resource/Lennar_Corporation	http://dbpedia.org/resource/Lennar_Corporation	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4546,4569	4546	4569	New York Stock Exchange	http://dbpedia.org/resource/New_York_Stock_Exchange	http://dbpedia.org/resource/New_York_Stock_Exchange	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4710,4718	4710	4718	New Year	http://dbpedia.org/resource/Chinese_New_Year	http://es.wikipedia.org/wiki/Año_Nuevo	false
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4737,4755	4737	4755	Russell 2000 index	http://dbpedia.org/resource/Russell_2000_Index	http://dbpedia.org/resource/Russell_2000_Index	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4831,4836	4831	4836	Japan	http://dbpedia.org/resource/Japan	http://dbpedia.org/resource/Japan	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4839,4859	4839	4859	Nikkei stock average	http://dbpedia.org/resource/Nikkei_225	http://dbpedia.org/resource/Nikkei_225	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4879,4886	4879	4886	Britain	http://dbpedia.org/resource/England	 http://dbpedia.org/resource/Great-Britain	false
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4889,4897	4889	4897	FTSE 100	http://dbpedia.org/resource/FTSE_100_Index	http://dbpedia.org/resource/FTSE_100_Index	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4922,4929	4922	4929	Germany	http://dbpedia.org/resource/Germany	http://dbpedia.org/resource/Germany	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4932,4935	4932	4935	DAX	http://dbpedia.org/resource/DAX	http://dbpedia.org/resource/DAX	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4967,4973	4967	4973	France	http://dbpedia.org/resource/France	http://dbpedia.org/resource/France	true
1	http://www.aksw.org/gerbil/NifWebService/request_0#char=4976,4982	4976	4982	CAC-40	http://dbpedia.org/resource/CAC_40	http://dbpedia.org/resource/CAC_40	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=20,31	20	31	Mars rovers	http://dbpedia.org/resource/Mars_rover	http://dbpedia.org/resource/Mars_rover	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=112,123	112	123	LOS ANGELES	http://dbpedia.org/resource/Los_Angeles	EMERGING ENTITY	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=135,146	135	146	Mars rovers	http://dbpedia.org/resource/Mars_rover	http://dbpedia.org/resource/Mars_rover	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=420,430	420	430	Red Planet	http://dbpedia.org/resource/Red_Planet_(film)	http://ko.wikipedia.org/wiki/%ED%99%94%EC%84%B1	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=507,518	507	518	John Callas	http://dbpedia.org/resource/Maria_Callas	EMERGING ENTITY	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=557,582	557	582	Jet Propulsion Laboratory	http://dbpedia.org/resource/Jet_Propulsion_Laboratory	http://dbpedia.org/resource/Jet_Propulsion_Laboratory	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=588,592	588	592	NASA	http://dbpedia.org/resource/NASA	http://dbpedia.org/resource/NASA	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=715,720	715	720	Earth	http://dbpedia.org/resource/Earth	http://dbpedia.org/resource/Earth	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1143,1148	1143	1148	Earth	http://dbpedia.org/resource/Earth	http://dbpedia.org/resource/Earth	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1293,1297	1293	1297	Mars	http://dbpedia.org/resource/Mars	http://dbpedia.org/resource/Mars	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1311,1317	1311	1317	Spirit	http://dbpedia.org/resource/Spirit_(rover)	http://dbpedia.org/resource/Spirit_(rover)	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1322,1333	1322	1333	Opportunity	http://dbpedia.org/resource/Opportunity_(rover)	http://dbpedia.org/resource/Opportunity_(rover)	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1533,1539	1533	1539	Callas	http://dbpedia.org/resource/Maria_Callas	EMERGING ENTITY	false
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1616,1622	1616	1622	Spirit	http://dbpedia.org/resource/Spirit_(rover)	http://dbpedia.org/resource/Spirit_(rover)	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=1660,1671	1660	1671	Opportunity	http://dbpedia.org/resource/Opportunity_(rover)	http://dbpedia.org/resource/Opportunity_(rover)	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=2040,2044	2040	2044	Mars	http://dbpedia.org/resource/Mars	http://dbpedia.org/resource/Mars	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=2046,2052	2046	2052	Spirit	http://dbpedia.org/resource/Spirit_(rover)	http://dbpedia.org/resource/Spirit_(rover)	true
2	http://www.aksw.org/gerbil/NifWebService/request_1#char=2125,2136	2125	2136	Opportunity	http://dbpedia.org/resource/Opportunity_(rover)	http://dbpedia.org/resource/Opportunity_(rover)	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=0,10	0	10	Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=15,23	15	23	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=107,114	107	114	ATLANTA	http://dbpedia.org/resource/Atlanta	http://dbpedia.org/resource/Atlanta	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=117,129	117	129	Bob Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=193,212	193	212	The Home Depot Inc.	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=374,382	374	382	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=583,603	583	603	General Electric Co.	http://dbpedia.org/resource/General_Electric	http://dbpedia.org/resource/General_Electric	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=611,619	611	619	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=652,662	652	662	Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=668,676	668	676	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=699,710	699	710	Frank Blake	http://dbpedia.org/resource/Frank_Blake	http://dbpedia.org/resource/Frank_Blake	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=791,801	791	801	Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=812,825	812	825	Jerry Shields	http://dbpedia.org/resource/Jerry_A._Shields	EMERGING ENTITY	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=927,932	927	932	Blake	http://dbpedia.org/resource/Frank_Blake	http://dbpedia.org/resource/Frank_Blake	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=979,987	979	987	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1065,1075	1065	1075	Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1150,1158	1150	1158	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1173,1181	1173	1181	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1230,1250	1230	1250	The Associated Press	http://dbpedia.org/resource/Associated_Press	http://dbpedia.org/resource/Associated_Press	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1372,1380	1372	1380	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1507,1517	1507	1517	Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1519,1527	1519	1527	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1622,1630	1622	1630	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1663,1677	1663	1677	The Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1736,1744	1736	1744	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1799,1806	1799	1806	Atlanta	http://dbpedia.org/resource/Atlanta	http://dbpedia.org/resource/Atlanta	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1850,1853	1850	1853	Bob	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1883,1897	1883	1897	The Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=1929,1932	1929	1932	Bob	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2237,2247	2237	2247	Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2280,2288	2280	2288	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2365,2379	2365	2379	President Bush	http://dbpedia.org/resource/George_W._Bush	http://dbpedia.org/resource/Bush_%2841%29	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2423,2433	2423	2433	Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2509,2519	2509	2519	Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2763,2768	2763	2768	Blake	http://dbpedia.org/resource/Frank_Blake	http://dbpedia.org/resource/Frank_Blake	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2814,2824	2814	2824	Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2874,2884	2874	2884	James Senn	EMERGING ENTITY	http://vu.nl/unknown/James_Senn	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2898,2914	2898	2914	Robinson College	http://dbpedia.org/resource/Robinson_College,_Cambridge	http://wikidata.dbpedia.org/resource/Q6106443	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2917,2954	2917	2954	Center for Global Business Leadership	EMERGING ENTITY	http://vu.nl/unknown/Center_for_Global_Business_Leadership	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=2958,2982	2958	2982	Georgia State University	http://dbpedia.org/resource/Georgia_State_University	http://dbpedia.org/resource/Georgia_State_University	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3072,3075	3072	3075	Bob	http://dbpedia.org/resource/Sideshow_Bob	 http://de.wikipedia.org/wiki/Robert_Nardelli	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3143,3153	3143	3153	Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3180,3190	3180	3190	Carol Tome	EMERGING ENTITY	http://vu.nl/unknown/Carol_Tome	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3225,3237	3225	3237	Joe DeAngelo	EMERGING ENTITY	http://vu.nl/unknown/Joe_DeAngelo	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3272,3289	3272	3289	Home Depot Supply	http://dbpedia.org/resource/Home_Depot_Landscape_Supply	EMERGING ENTITY	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3466,3474	3466	3474	DeAngelo	EMERGING ENTITY	http://vu.nl/unknown/DeAngelo	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3550,3558	3550	3558	Nardelli	EMERGING ENTITY	 http://de.wikipedia.org/wiki/Robert_Nardelli	false
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3563,3573	3563	3573	Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=3780,3788	3780	3788	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=4682,4690	4682	4690	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=4829,4839	4829	4839	Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=4857,4865	4857	4865	Nardelli	http://dbpedia.org/resource/Robert_Nardelli	http://dbpedia.org/resource/Robert_Nardelli	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=5017,5034	5017	5034	John L. Clendenin	http://dbpedia.org/resource/John_Clendenin	http://dbpedia.org/resource/John_Clendenin	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=5036,5055	5036	5055	Claudio X. Gonzales	EMERGING ENTITY	http://vu.nl/unknown/Claudio_X._Gonzales	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=5060,5080	5060	5080	Milledge A. Hart III	EMERGING ENTITY	http://vu.nl/unknown/Milledge_A._Hart_III	true
3	http://www.aksw.org/gerbil/NifWebService/request_2#char=5208,5218	5208	5218	Home Depot	http://dbpedia.org/resource/The_Home_Depot	http://dbpedia.org/resource/The_Home_Depot	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=0,15	0	15	Barbara Walters	http://dbpedia.org/resource/Barbara_Walters	http://dbpedia.org/resource/Barbara_Walters	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=26,41	26	41	Rosie O’Donnell	http://dbpedia.org/resource/Rosie_O'Donnell	http://dbpedia.org/resource/Rosie_O'Donnell	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=62,67	62	67	Trump	http://dbpedia.org/resource/Donald_Trump	http://dbpedia.org/resource/Donald_Trump	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=116,124	116	124	NEW YORK	http://dbpedia.org/resource/New_York_City	http://dbpedia.org/resource/New_York_City	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=127,142	127	142	Barbara Walters	http://dbpedia.org/resource/Barbara_Walters	http://dbpedia.org/resource/Barbara_Walters	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=189,204	189	204	Rosie O’Donnell	http://dbpedia.org/resource/Rosie_O'Donnell	http://dbpedia.org/resource/Rosie_O'Donnell	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=240,252	240	252	Donald Trump	http://dbpedia.org/resource/Donald_Trump	http://dbpedia.org/resource/Donald_Trump	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=257,264	257	264	Walters	http://dbpedia.org/resource/Barbara_Walters	http://dbpedia.org/resource/Barbara_Walters	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=277,280	277	280	ABC	http://dbpedia.org/resource/American_Broadcasting_Company	http://dbpedia.org/resource/American_Broadcasting_Company	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=284,292	284	292	The View	http://dbpedia.org/resource/The_View_(U.S._TV_series)	http://en.wikipedia.org/wiki/The_View_%28Television%29	false
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=355,360	355	360	Trump	http://dbpedia.org/resource/Donald_Trump	http://dbpedia.org/resource/Donald_Trump	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=377,386	377	386	O’Donnell	http://dbpedia.org/resource/Rosie_O'Donnell	http://dbpedia.org/resource/Rosie_O'Donnell	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=547,554	547	554	Walters	http://dbpedia.org/resource/Barbara_Walters	http://dbpedia.org/resource/Barbara_Walters	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=563,572	563	572	O’Donnell	http://dbpedia.org/resource/Rosie_O'Donnell	http://dbpedia.org/resource/Rosie_O'Donnell	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=622,629	622	629	Walters	http://dbpedia.org/resource/Barbara_Walters	http://dbpedia.org/resource/Barbara_Walters	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=686,693	686	693	Walters	http://dbpedia.org/resource/Barbara_Walters	http://dbpedia.org/resource/Barbara_Walters	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=740,750	740	750	The Donald	http://dbpedia.org/resource/Donald_Trump	http://dbpedia.org/resource/Donald_Trump	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=778,787	778	787	O’Donnell	http://dbpedia.org/resource/Rosie_O'Donnell	http://dbpedia.org/resource/Rosie_O'Donnell	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=797,805	797	805	The View	http://dbpedia.org/resource/The_View_(U.S._TV_series)	http://en.wikipedia.org/wiki/The_View_%28Television%29	false
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=854,857	854	857	ABC	http://dbpedia.org/resource/American_Broadcasting_Company	http://dbpedia.org/resource/American_Broadcasting_Company	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=926,938	926	938	Donald Trump	http://dbpedia.org/resource/Donald_Trump	http://dbpedia.org/resource/Donald_Trump	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=1084,1091	1084	1091	Walters	http://dbpedia.org/resource/Barbara_Walters	http://dbpedia.org/resource/Barbara_Walters	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=1101,1110	1101	1110	O’Donnell	http://dbpedia.org/resource/Rosie_O'Donnell	http://dbpedia.org/resource/Rosie_O'Donnell	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=1115,1120	1115	1120	Trump	http://dbpedia.org/resource/Donald_Trump	http://dbpedia.org/resource/Donald_Trump	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=1281,1286	1281	1286	Trump	http://dbpedia.org/resource/Donald_Trump	http://dbpedia.org/resource/Donald_Trump	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=1307,1333	1307	1333	Miss Universe Organization	http://dbpedia.org/resource/Miss_Universe	http://dbpedia.org/resource/Miss_Universe	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=1350,1358	1350	1358	Miss USA	http://dbpedia.org/resource/Miss_USA	http://dbpedia.org/resource/Miss_USA	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=1363,1376	1363	1376	Miss Teen USA	http://dbpedia.org/resource/Miss_Teen_USA	http://dbpedia.org/resource/Miss_Teen_USA	true
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=1421,1429	1421	1429	The View	http://dbpedia.org/resource/The_View_(U.S._TV_series)	http://en.wikipedia.org/wiki/The_View_%28Television%29	false
4	http://www.aksw.org/gerbil/NifWebService/request_3#char=1471,1476	1471	1476	Trump	http://dbpedia.org/resource/Donald_Trump	http://dbpedia.org/resource/Donald_Trump	true
